Index,geohash,day,timestamp,demand,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather
25525,qp0926,48,7:15,0.0936194418127824,Residential,3,Allowed,Yes,14.938732894666023,Foggy
25526,qp092d,48,7:15,0.0608555657797379,Residential,3,Allowed,Yes,9.811658413194229,Rainy
25527,qp096f,48,7:15,0.2747221194879402,Street,1,Not Allowed,Yes,16.357436211997708,Foggy
25528,qp0974,48,7:15,0.0393899675294902,Residential,3,Allowed,Yes,19.735732795251238,Sunny
25529,qp0976,48,7:15,0.066183568645736,Residential,3,Allowed,Yes,38.679261061029464,Sunny
25530,qp097d,48,7:15,0.0761064006342835,Residential,2,Not Allowed,Yes,22.55789306798326,Sunny
25531,qp097f,48,7:15,0.0740056570648704,Residential,1,Not Allowed,No,9.31488244540057,Rainy
25532,qp09k6,48,7:15,0.0010846593148177,Residential,3,Allowed,Yes,5.447833464142551,Snowy
25533,qp09kf,48,7:15,0.0445449265942204,Residential,1,Not Allowed,No,8.657971383367965,Rainy
25534,qp03m7,48,7:15,0.0233230392309902,Residential,1,Not Allowed,No,16.157742572684313,Foggy
25535,qp03me,48,7:15,0.0021765854242632,Residential,2,Not Allowed,Yes,21.36470505053886,Sunny
25536,qp03mg,48,7:15,0.4457760088389032,Highway,4,Allowed,Yes,19.12138987688364,Sunny
25537,qp03q5,48,7:15,0.0651931925796931,Residential,2,Not Allowed,Yes,17.827938553345785,Foggy
25538,qp03q7,48,7:15,0.0666204485702369,Residential,3,Allowed,Yes,32.59355843955302,Sunny
25539,qp03qe,48,7:15,0.1081667367657361,Residential,2,Not Allowed,Yes,14.744191373541772,Foggy
25540,qp03qg,48,7:15,0.5546094202634803,Highway,3,Allowed,Yes,11.375137796726854,Rainy
25541,qp03r5,48,7:15,0.0764861785158757,Residential,2,Not Allowed,Yes,4.248103947475284,Snowy
25542,qp03r7,48,7:15,0.0270539761443573,,2,Not Allowed,Yes,10.17631123680352,Rainy
25543,qp03re,48,7:15,0.1361480169138638,Residential,1,Not Allowed,No,-1.718433320708673,Snowy
25544,qp03rg,48,7:15,0.0842606615842081,Residential,3,Allowed,Yes,,Sunny
25545,qp0925,48,7:15,0.2533991802030698,Street,1,Not Allowed,Yes,20.68099692309223,Sunny
25546,qp0927,48,7:15,0.2679930558680235,Street,1,Not Allowed,Yes,14.956249627281796,Foggy
25547,qp092e,48,7:15,0.0740372311572236,Residential,1,Not Allowed,No,4.260521233082107,Snowy
25548,qp093e,48,7:15,0.0089263694407728,Residential,3,Allowed,Yes,2.992469882489022,Snowy
25549,qp093g,48,7:15,0.015305973477488,Residential,2,Not Allowed,Yes,19.53659923649876,Sunny
25550,qp096e,48,7:15,0.03455996535503,Residential,1,Not Allowed,No,25.99976330607283,Sunny
25551,qp096g,48,7:15,0.1302233523242522,Residential,3,Allowed,Yes,14.015438392947098,Foggy
25552,qp0975,48,7:15,0.1473519485770393,Residential,2,Not Allowed,Yes,21.15442495057028,Sunny
25553,qp0977,48,7:15,0.0503271027081942,Residential,3,Allowed,Yes,11.22220804042189,Rainy
25554,qp097e,48,7:15,0.1941240424143822,Residential,1,Not Allowed,No,11.018295021016787,Rainy
25555,qp097g,48,7:15,0.1121149802181823,Residential,2,Not Allowed,Yes,20.72703911736393,Sunny
25556,qp09ke,48,7:15,0.0498706464664198,Residential,2,Not Allowed,Yes,21.701893679961355,Sunny
25557,qp03mk,48,7:15,0.0092048940039973,Residential,3,Allowed,Yes,27.243737353819142,Sunny
25558,qp03ms,48,7:15,0.0051680548364157,Residential,1,Not Allowed,No,20.50980604568976,Sunny
25559,qp03mu,48,7:15,0.0594820028867688,Residential,3,Allowed,Yes,5.592374563513651,Snowy
25560,qp03qh,48,7:15,0.0432155542119472,Residential,2,Not Allowed,Yes,19.342792495398392,Sunny
25561,qp03qk,48,7:15,0.0135070293028773,Residential,3,Allowed,Yes,19.79404568531257,Sunny
25562,qp03qs,48,7:15,0.1242731162040704,Residential,1,Not Allowed,No,14.201611867558046,Foggy
25563,qp03qu,48,7:15,0.0990579159920725,Residential,3,Allowed,Yes,12.189070190442798,Rainy
25564,qp03rh,48,7:15,0.1324052785124361,Residential,1,Not Allowed,No,10.645131087193278,Rainy
25565,qp03rk,48,7:15,0.0678454498347228,Residential,1,Not Allowed,No,28.995558862578406,Sunny
25566,qp03rs,48,7:15,0.0567362867325789,Residential,2,Not Allowed,Yes,-0.0007579076044770261,Snowy
25567,qp03ru,48,7:15,0.1339408518106662,Residential,1,Not Allowed,No,23.048174914169362,Sunny
25568,qp092h,48,7:15,0.1837768465440716,Residential,3,Allowed,Yes,14.801460400003542,Foggy
25569,qp092k,48,7:15,0.1737477388156867,Residential,1,Not Allowed,No,14.571238493707412,Foggy
25570,qp092s,48,7:15,0.0824992802796239,Residential,2,Not Allowed,Yes,20.66125132654387,Sunny
25571,qp093s,48,7:15,0.0025940161884886,Residential,3,Allowed,Yes,19.900411990224168,Sunny
25572,qp093u,48,7:15,0.0484124080766239,Residential,3,Allowed,Yes,11.362767550389043,Rainy
25573,qp096h,48,7:15,0.0508955652619111,Residential,2,Not Allowed,Yes,24.700293721047927,Sunny
25574,qp096s,48,7:15,0.055190229852019,Residential,1,Not Allowed,No,27.757091551894185,Sunny
25575,qp096u,48,7:15,0.3554081500909155,Highway,5,Allowed,No,,Foggy
25576,qp097h,48,7:15,0.0480309982739921,Residential,3,Allowed,Yes,20.879084740505412,Sunny
25577,qp097k,48,7:15,0.0135056701849628,Residential,1,Not Allowed,No,25.98172010832358,Sunny
25578,qp097s,48,7:15,0.3486792218298656,Street,1,Not Allowed,Yes,20.5242009803684,Sunny
25579,qp097u,48,7:15,0.2012869583193063,Residential,1,Not Allowed,No,8.212379964877943,Rainy
25580,qp09ks,48,7:15,0.0010401895353847,Residential,3,Allowed,Yes,19.330783437081386,Sunny
25581,qp09ku,48,7:15,0.0108198551691409,Residential,3,Allowed,Yes,21.923836957995555,Sunny
25582,qp09ms,48,7:15,0.0046982360652809,Residential,1,Not Allowed,No,31.708690416944528,Sunny
25583,qp03mm,48,7:15,0.0135545055357999,Residential,2,Not Allowed,Yes,22.830300027797716,Sunny
25584,qp03mt,48,7:15,0.0441371866971187,Residential,2,Not Allowed,Yes,19.780911787613913,Sunny
25585,qp03mv,48,7:15,0.0357953219882239,Residential,2,Not Allowed,Yes,7.953293021832492,Rainy
25586,qp03qj,48,7:15,0.1834343628150585,Residential,1,Not Allowed,No,20.663008207238796,Sunny
25587,qp03qm,48,7:15,0.1685561712995401,Residential,1,Not Allowed,No,27.683946867658342,Sunny
25588,qp03qv,48,7:15,0.0472736200807559,Residential,2,Not Allowed,Yes,27.65219733827046,Sunny
25589,qp03rj,48,7:15,0.0378892398135147,Residential,3,Allowed,Yes,7.612097651088435,Rainy
25590,qp03rm,48,7:15,0.1433959955537313,Residential,2,Not Allowed,Yes,23.77512220948429,Sunny
25591,qp03rt,48,7:15,0.1343130788938138,Residential,1,Not Allowed,No,21.504583069318805,Sunny
25592,qp03rv,48,7:15,0.1743506022783763,Residential,1,Not Allowed,No,11.763872748881488,Rainy
25593,qp092j,48,7:15,0.1840545594208357,Residential,1,Not Allowed,No,22.013322400846587,Sunny
25594,qp092m,48,7:15,0.2418098571261787,Street,1,Not Allowed,Yes,24.10160724745693,Sunny
25595,qp092t,48,7:15,0.1190727193838423,Residential,2,Not Allowed,Yes,11.778963693472537,Rainy
25596,qp093t,48,7:15,0.0200766304129804,Residential,3,Allowed,Yes,26.918127554070395,Sunny
25597,qp093v,48,7:15,0.0653881795300188,Residential,2,Not Allowed,Yes,25.334930933374675,Sunny
25598,qp096j,48,7:15,0.1051640784914179,Residential,3,Allowed,Yes,14.955306631852753,Foggy
25599,qp096m,48,7:15,0.0440987117315473,Residential,2,Not Allowed,Yes,20.136380917572037,Sunny
25600,qp096t,48,7:15,0.2818258220684547,Street,1,Not Allowed,Yes,13.669269795944977,Rainy
25601,qp096v,48,7:15,0.8938911189837977,Highway,4,Allowed,Yes,13.241429950423766,Rainy
25602,qp097t,48,7:15,0.0297846342606729,Residential,2,Not Allowed,Yes,8.111922396718292,Rainy
25603,qp097v,48,7:15,0.3002790733661352,Street,1,Not Allowed,Yes,16.748925457107575,Foggy
25604,qp09kt,48,7:15,0.0361311281436088,Residential,3,Allowed,Yes,25.40505214853429,Sunny
25605,qp09kv,48,7:15,0.2583708260055877,Street,1,Not Allowed,Yes,14.698631361295098,Foggy
25606,qp03mq,48,7:15,0.0046523169521152,Residential,1,Not Allowed,No,,Sunny
25607,qp03mw,48,7:15,0.0765312044362213,Residential,1,Not Allowed,No,15.7779573183333,Foggy
25608,qp03my,48,7:15,0.0743970455752194,Residential,2,Not Allowed,Yes,15.973752536266522,
25609,qp03qn,48,7:15,0.0064990291180255,Residential,1,Not Allowed,No,18.779482157841205,Foggy
25610,qp03qq,48,7:15,0.0517299533804514,Residential,1,Not Allowed,No,8.820665833784627,Rainy
25611,qp03qy,48,7:15,0.2851613306627061,Street,1,Not Allowed,Yes,0.5549894079310445,Snowy
25612,qp03rn,48,7:15,0.0361175326791327,Residential,1,Not Allowed,No,18.60696989919779,Foggy
25613,qp03rq,48,7:15,0.07038725484437,Residential,3,Allowed,Yes,20.70133307473057,Sunny
25614,qp03rw,48,7:15,0.1955733212036618,Residential,2,Not Allowed,Yes,26.22544225508498,Sunny
25615,qp03ry,48,7:15,0.0958662160129109,Residential,1,Not Allowed,No,11.271926166841187,Rainy
25616,qp092n,48,7:15,0.189678149727623,Residential,3,Allowed,Yes,19.56057178102147,Sunny
25617,qp092q,48,7:15,0.2972927598532884,Street,1,Not Allowed,Yes,11.562712272132266,Rainy
25618,qp092w,48,7:15,0.2993341429143313,Street,1,Not Allowed,Yes,16.89277875577366,Foggy
25619,qp093q,48,7:15,0.0068210884500382,Residential,2,Not Allowed,Yes,18.144743792947992,Foggy
25620,qp093w,48,7:15,0.1382861642549649,Residential,1,Not Allowed,No,8.94610637197204,Rainy
25621,qp093y,48,7:15,0.1006426388552484,Residential,3,Allowed,Yes,13.867872219141038,Rainy
25622,qp096n,48,7:15,0.0528849670123384,Residential,2,Not Allowed,Yes,20.79881115011541,Sunny
25623,qp096q,48,7:15,0.9197471412152796,Highway,5,Allowed,No,23.535253124191073,Sunny
25624,qp096w,48,7:15,0.3068137991565129,Street,1,Not Allowed,Yes,11.108904498766055,Rainy
25625,qp096y,48,7:15,0.3573951918594104,Highway,4,Allowed,Yes,22.44074105213232,Sunny
25626,qp097w,48,7:15,0.0234895195127175,Residential,2,Not Allowed,Yes,14.25699161549265,Foggy
25627,qp097y,48,7:15,0.1595717961958664,Residential,2,Not Allowed,Yes,22.06998198076201,Sunny
25628,qp09kw,48,7:15,0.0269282607583458,Residential,3,Allowed,Yes,21.977601541315124,Sunny
25629,qp09ky,48,7:15,0.0125089439572645,Residential,3,Allowed,Yes,14.89688458076098,Foggy
25630,qp09mn,48,7:15,0.0191051889537605,Residential,1,Not Allowed,No,20.466614931892167,Sunny
25631,qp03mr,48,7:15,0.0089772860544657,Residential,2,Not Allowed,Yes,18.98759321030876,Foggy
25632,qp03mz,48,7:15,0.0618079501215747,Residential,3,Allowed,Yes,19.435754442088914,Sunny
25633,qp03qr,48,7:15,0.0073588097541215,Residential,1,Not Allowed,No,18.37243123842256,Foggy
25634,qp03qz,48,7:15,0.0276035334230519,Residential,2,Not Allowed,Yes,16.664784475888826,Foggy
25635,qp03rp,48,7:15,0.0728369229560989,Residential,3,Allowed,Yes,6.49195005137139,Snowy
25636,qp03rr,48,7:15,0.0489842413220639,Residential,1,Not Allowed,No,11.139956840173962,Rainy
25637,qp03rx,48,7:15,0.0596989586035358,Residential,2,Not Allowed,Yes,,Foggy
25638,qp03rz,48,7:15,0.0948948888658215,Residential,3,Allowed,Yes,6.637462795022127,Snowy
25639,qp092p,48,7:15,0.102531898073285,Residential,2,Not Allowed,Yes,10.109176350976057,Rainy
25640,qp092r,48,7:15,0.1869427634219601,Residential,1,Not Allowed,No,20.560682214998955,Sunny
25641,qp092x,48,7:15,0.1519444189130659,Residential,1,Not Allowed,No,5.042460068828101,Snowy
25642,qp093r,48,7:15,0.1106928807742024,Residential,1,Not Allowed,No,13.447105862996636,Rainy
25643,qp093x,48,7:15,0.2181263324781212,Residential,3,Allowed,Yes,22.15926200525503,Sunny
25644,qp093z,48,7:15,0.0246391009547665,Residential,3,Allowed,Yes,17.35914001564594,Foggy
25645,qp096p,48,7:15,0.0527869469297329,Residential,3,Allowed,Yes,34.901927638977895,Sunny
25646,qp096r,48,7:15,1.0,Highway,5,Allowed,No,17.619686841546397,Foggy
25647,qp096x,48,7:15,0.9206318246586176,Highway,4,Allowed,Yes,14.205796604901874,Foggy
25648,qp096z,48,7:15,0.6597128838435219,Highway,3,Allowed,Yes,29.008491513539457,Sunny
25649,qp09kr,48,7:15,0.0133875687621514,Residential,1,Not Allowed,No,16.928954783074918,Foggy
25650,qp09kx,48,7:15,0.1117210909350953,Residential,3,Allowed,Yes,7.310585597731658,Rainy
25651,qp09kz,48,7:15,0.3478258797616915,Street,1,Not Allowed,Yes,11.24962347858544,Rainy
25652,qp09mp,48,7:15,0.075800300327198,Residential,3,Allowed,Yes,21.018964774883216,Sunny
25653,qp09mx,48,7:15,0.074757382797605,Residential,2,Not Allowed,Yes,22.21075113780762,Sunny
25654,qp03t8,48,7:15,0.0568911289956239,Residential,2,Not Allowed,Yes,25.464258678890918,Sunny
25655,qp03tb,48,7:15,0.1049520905855454,Residential,1,Not Allowed,No,8.991968492982675,Rainy
25656,qp03w0,48,7:15,0.0671441025203903,Residential,1,Not Allowed,No,13.57480560752099,Rainy
25657,qp03w8,48,7:15,0.3007816632192963,Street,1,Not Allowed,Yes,23.32478368510968,Sunny
25658,qp03wb,48,7:15,0.003116069431508,Residential,3,Allowed,Yes,18.296425668917806,Foggy
25659,qp03x0,48,7:15,0.0097096385452869,Residential,2,Not Allowed,Yes,11.701579065036485,Rainy
25660,qp03x2,48,7:15,0.0974163925190577,Residential,3,Allowed,Yes,6.744238781756458,Snowy
25661,qp03x8,48,7:15,0.0937745981533074,Residential,1,Not Allowed,No,15.804645955165842,Foggy
25662,qp03xb,48,7:15,0.0632964315131879,Residential,2,Not Allowed,Yes,29.377528429917177,Sunny
25663,qp0980,48,7:15,0.0716384361211329,Residential,3,Allowed,Yes,19.62682161952924,Sunny
25664,qp0982,48,7:15,0.2109000589391529,Residential,2,Not Allowed,Yes,16.441774109039606,Foggy
25665,qp0988,48,7:15,0.1024805054526855,Residential,2,Not Allowed,Yes,12.984155056112861,Rainy
25666,qp098b,48,7:15,0.0053714812514897,Residential,1,Not Allowed,No,20.055771353351258,Sunny
25667,qp0990,48,7:15,0.0217326655962069,Residential,3,Allowed,Yes,15.1064163184478,Foggy
25668,qp0992,48,7:15,0.1181035692219536,Residential,2,Not Allowed,Yes,,Sunny
25669,qp0998,48,7:15,0.0882957706956749,Residential,2,Not Allowed,Yes,17.36714215877384,Foggy
25670,qp099b,48,7:15,0.1169312607051401,Residential,1,Not Allowed,No,14.884573675598284,Foggy
25671,qp09d2,48,7:15,1.0,,5,Allowed,No,16.14711790556833,Foggy
25672,qp09d8,48,7:15,0.7041841031326704,Highway,3,Allowed,Yes,11.448811508592737,Rainy
25673,qp09db,48,7:15,0.5558995906834635,Highway,4,Allowed,Yes,24.328794474847218,Sunny
25674,qp09e0,48,7:15,3.591487621644894e-05,Residential,2,Not Allowed,Yes,8.215168458017507,Rainy
25675,qp09e2,48,7:15,0.0004033125259816,Residential,1,Not Allowed,No,11.794316869838855,Rainy
25676,qp09e8,48,7:15,0.0630640989219391,Residential,1,Not Allowed,No,19.78175897493512,Sunny
25677,qp09eb,48,7:15,0.0231920875333996,Residential,3,Allowed,Yes,13.218555416568568,Rainy
25678,qp09s2,48,7:15,0.0076537456232067,Residential,1,Not Allowed,No,35.28185235390919,Sunny
25679,qp09s8,48,7:15,0.3391121097962501,Street,1,Not Allowed,Yes,8.392122984450511,Rainy
25680,qp09sb,48,7:15,0.0917668420374028,Residential,2,Not Allowed,Yes,21.621003361231285,Sunny
25681,qp09t0,48,7:15,0.2275914007753799,Street,1,Not Allowed,Yes,18.349512004602857,Foggy
25682,qp09t2,48,7:15,0.0267398985020107,Residential,1,Not Allowed,No,20.266371831109396,Sunny
25683,qp09t8,48,7:15,0.0516356618920799,Residential,1,Not Allowed,No,22.42485305377105,Sunny
25684,qp03t3,48,7:15,0.0059386387388314,Residential,2,Not Allowed,Yes,6.142010375622563,Snowy
25685,qp03t9,48,7:15,0.1346263561668368,Residential,2,Not Allowed,Yes,24.894253862931613,Sunny
25686,qp03tc,48,7:15,0.0989316888202862,Residential,3,Allowed,Yes,10.757307137455253,Rainy
25687,qp03w1,48,7:15,0.1453474136294262,Residential,1,Not Allowed,No,5.868312711375175,Snowy
25688,qp03w3,48,7:15,0.1944372811585904,Residential,3,Allowed,Yes,20.584793859825652,Sunny
25689,qp03w9,48,7:15,0.3849620433180823,Highway,4,Allowed,Yes,14.931769566123272,Foggy
25690,qp03wc,48,7:15,0.3596053724928672,Highway,2,Allowed,No,19.848410950524347,Sunny
25691,qp03x1,48,7:15,0.1451909593378559,Residential,3,Allowed,Yes,28.050576049233584,Sunny
25692,qp03x3,48,7:15,0.1746761948625341,Residential,3,Allowed,Yes,20.25946584270105,Sunny
25693,qp03x9,48,7:15,0.1073656566729429,Residential,2,Not Allowed,Yes,11.238051318836128,Rainy
25694,qp03xc,48,7:15,0.035247234469876,Residential,1,Not Allowed,No,12.344017941664653,Rainy
25695,qp0981,48,7:15,0.1155427141861454,Residential,3,Allowed,Yes,21.705232671216663,Sunny
25696,qp0983,48,7:15,0.0479988850454016,Residential,2,Not Allowed,Yes,18.286025433102814,Foggy
25697,qp0989,48,7:15,0.0605250887645205,Residential,1,Not Allowed,No,26.474998116370752,Sunny
25698,qp098c,48,7:15,0.0283588253827351,Residential,1,Not Allowed,No,20.880794634416688,Sunny
25699,qp0991,48,7:15,0.1449161617868768,Residential,3,Allowed,Yes,,Sunny
25700,qp0993,48,7:15,0.1653785205986676,Residential,3,Allowed,Yes,17.516130515496474,Foggy
25701,qp0999,48,7:15,0.0709642587367026,Residential,2,Not Allowed,Yes,20.370892411175497,Sunny
25702,qp099c,48,7:15,0.0827192331861134,Residential,3,Allowed,Yes,6.705948720040755,Snowy
25703,qp09d3,48,7:15,0.7670107297999973,Highway,2,Allowed,No,21.80289855123317,Sunny
25704,qp09d9,48,7:15,1.0,Highway,4,Allowed,Yes,19.974975157273295,Sunny
25705,qp09dc,48,7:15,1.0,Highway,5,Allowed,No,22.703922336400638,
25706,qp09e1,48,7:15,0.145906734251535,Residential,3,Allowed,Yes,19.307235098273825,Sunny
25707,qp09e3,48,7:15,0.0291932234056354,Residential,3,Allowed,Yes,29.048488473327687,Sunny
25708,qp09e9,48,7:15,0.0823590614663838,Residential,1,Not Allowed,No,13.561442251124655,Rainy
25709,qp09ec,48,7:15,0.0256212897775873,Residential,3,Allowed,Yes,20.649879659528846,Sunny
25710,qp09s9,48,7:15,0.2157108303294241,Residential,2,Not Allowed,Yes,12.729076929980453,Rainy
25711,qp09sc,48,7:15,0.0006032040947266,Residential,1,Not Allowed,No,18.120852333537545,Foggy
25712,qp03t6,48,7:15,0.0398731266846737,Residential,1,Not Allowed,No,22.041250550970517,Sunny
25713,qp03td,48,7:15,0.0340289816576868,Residential,2,Not Allowed,Yes,34.57790211633838,Sunny
25714,qp03tf,48,7:15,0.0069851688282062,Residential,3,Allowed,Yes,18.233916758174004,Foggy
25715,qp03w4,48,7:15,0.0899940897463926,Residential,1,Not Allowed,No,17.924348592397067,Foggy
25716,qp03w6,48,7:15,0.0531784783000798,Residential,3,Allowed,Yes,7.701660586251952,Rainy
25717,qp03wd,48,7:15,0.1827481004766017,Residential,1,Not Allowed,No,19.49016247180192,Sunny
25718,qp03wf,48,7:15,1.0,Highway,4,Allowed,Yes,10.887435440765888,Rainy
25719,qp03x4,48,7:15,0.0462529355749594,Residential,2,Not Allowed,Yes,28.473504305219663,Sunny
25720,qp03x6,48,7:15,0.1033588762976712,Residential,3,Allowed,Yes,14.407886455770983,Foggy
25721,qp03xd,48,7:15,0.0844801449077686,Residential,1,Not Allowed,No,16.156301238385744,Foggy
25722,qp03xf,48,7:15,0.18506505819732,Residential,1,Not Allowed,No,18.00276345400975,Foggy
25723,qp0984,48,7:15,0.0611398337158586,Residential,3,Allowed,Yes,15.799841095714093,Foggy
25724,qp0986,48,7:15,0.160089975069068,Residential,2,Not Allowed,Yes,15.37033322949671,Foggy
25725,qp098d,48,7:15,0.1420533047996245,Residential,2,Not Allowed,Yes,17.718111725292374,Foggy
25726,qp098f,48,7:15,0.007675165451625,Residential,1,Not Allowed,No,19.013656128710334,Sunny
25727,qp0994,48,7:15,0.1084033026531374,Residential,2,Not Allowed,Yes,3.8639398273295225,Snowy
25728,qp0996,48,7:15,0.1034909822013727,Residential,1,Not Allowed,No,16.457095878744553,Foggy
25729,qp099d,48,7:15,0.0878572986415274,Residential,2,Not Allowed,Yes,15.888274391505787,Foggy
25730,qp099f,48,7:15,0.0229351202991267,Residential,2,Not Allowed,Yes,,Snowy
25731,qp09d6,48,7:15,0.2465233658414049,Street,1,Not Allowed,Yes,12.326288185709089,Rainy
25732,qp09dd,48,7:15,0.297122365968577,Street,1,Not Allowed,Yes,20.31738026661624,Sunny
25733,qp09df,48,7:15,0.248153606101503,Street,1,Not Allowed,Yes,18.268922750117458,Foggy
25734,qp09e4,48,7:15,0.0974945214656607,Residential,2,Not Allowed,Yes,6.893701380941362,Snowy
25735,qp09ed,48,7:15,0.1095772157135549,Residential,3,Allowed,Yes,8.26451499536192,Rainy
25736,qp09s6,48,7:15,0.049046767877835,Residential,1,Not Allowed,No,10.204366554452395,Rainy
25737,qp09sd,48,7:15,0.173682905458829,Residential,3,Allowed,Yes,26.679699855449293,Sunny
25738,qp09sf,48,7:15,0.0038151583763442,Residential,3,Allowed,Yes,6.371400750938841,Snowy
25739,qp03t7,48,7:15,0.0369325756966933,Residential,1,Not Allowed,No,19.006796461893746,Sunny
25740,qp03te,48,7:15,0.0431913045198454,Residential,2,Not Allowed,Yes,14.613760608498247,Foggy
25741,qp03tg,48,7:15,0.0175719430980032,Residential,2,Not Allowed,Yes,17.095435650671625,Foggy
25742,qp03w5,48,7:15,0.0713687041885106,Residential,3,Allowed,Yes,17.671557118509504,Foggy
25743,qp03w7,48,7:15,0.0348651952159118,Residential,3,Allowed,Yes,24.978159867410874,Sunny
25744,qp03we,48,7:15,0.1993528914093782,Residential,2,Not Allowed,Yes,18.803368924631474,Foggy
25745,qp03wg,48,7:15,0.504652683808946,Highway,2,Allowed,No,23.071493868713947,Sunny
25746,qp03x5,48,7:15,0.1734867164141925,Residential,3,Allowed,Yes,6.814931635478832,Snowy
25747,qp03x7,48,7:15,0.1513833301860855,Residential,3,Allowed,Yes,10.148362599571684,Rainy
25748,qp03xe,48,7:15,0.1158846878485996,Residential,3,Allowed,Yes,18.45084915353393,Foggy
25749,qp03xg,48,7:15,0.1631509343755776,Residential,3,Allowed,Yes,28.28841688218177,Sunny
25750,qp0985,48,7:15,0.1409413995151157,Residential,1,Not Allowed,No,17.755602655233037,Foggy
25751,qp0987,48,7:15,0.5590078742233013,Highway,2,Allowed,No,24.668555035333107,Sunny
25752,qp098e,48,7:15,0.028634330271456,Residential,2,Not Allowed,Yes,18.942958899580525,Foggy
25753,qp098g,48,7:15,0.0144177727327744,Residential,3,Allowed,Yes,24.396585297495875,Sunny
25754,qp0995,48,7:15,0.0550768641216505,Residential,3,Allowed,Yes,18.279726678293724,Foggy
25755,qp0997,48,7:15,0.0217289936557555,Residential,3,Allowed,Yes,12.866877358522128,Rainy
25756,qp099e,48,7:15,0.0884816500153412,Residential,1,Not Allowed,No,25.521240023232494,Sunny
25757,qp099g,48,7:15,0.2098323031367835,Residential,1,Not Allowed,No,15.501251011119306,Foggy
25758,qp09d5,48,7:15,0.1302793753841645,Residential,2,Not Allowed,Yes,5.911472443812443,Snowy
25759,qp09d7,48,7:15,0.4242870460181781,Highway,5,Allowed,No,19.05401917353182,Sunny
25760,qp09de,48,7:15,0.2557716690896184,Street,1,Not Allowed,Yes,31.969931843108455,Sunny
25761,qp09dg,48,7:15,0.1441674304697178,Residential,2,Not Allowed,Yes,,Sunny
25762,qp09e5,48,7:15,1.0,Highway,4,Allowed,Yes,-0.8251987526707083,Snowy
25763,qp09e7,48,7:15,0.1664616123456343,Residential,2,Not Allowed,Yes,13.97440817419999,Rainy
25764,qp09ee,48,7:15,0.0175964844638567,Residential,1,Not Allowed,No,23.136492820370403,Sunny
25765,qp09s7,48,7:15,0.1298043736812917,Residential,1,Not Allowed,No,23.372410884456592,Sunny
25766,qp09se,48,7:15,0.2378537070035646,Street,1,Not Allowed,Yes,4.203584662521058,Snowy
25767,qp09sg,48,7:15,0.045081452781311,Residential,2,Not Allowed,Yes,19.606596956829254,Sunny
25768,qp09t5,48,7:15,0.0640777527390119,Residential,2,Not Allowed,Yes,15.06978560906232,Foggy
25769,qp09w5,48,7:15,0.2925907838059488,Street,1,Not Allowed,Yes,19.457981225303108,Sunny
25770,qp03tk,48,7:15,0.0019518214176079,Residential,2,Not Allowed,Yes,15.863070420593672,Foggy
25771,qp03ts,48,7:15,0.0998118835480519,Residential,2,Not Allowed,Yes,16.242163509057058,Foggy
25772,qp03tu,48,7:15,0.0296216473478132,Residential,1,Not Allowed,No,35.8246367422975,Sunny
25773,qp03wh,48,7:15,0.0451188676751658,Residential,2,Not Allowed,Yes,16.538909568258493,Foggy
25774,qp03wk,48,7:15,0.0309469787115755,Residential,1,Not Allowed,No,23.941671334771485,Sunny
25775,qp03ws,48,7:15,0.1606689073285234,Residential,1,Not Allowed,No,7.543118860281313,Rainy
25776,qp03wu,48,7:15,0.2167779789574381,Residential,1,Not Allowed,No,10.534789029157675,Rainy
25777,qp03xh,48,7:15,0.2459132610461819,Street,1,Not Allowed,Yes,15.427783740452611,Foggy
25778,qp03xk,48,7:15,0.264427596232261,Street,1,Not Allowed,Yes,-2.7634095873376374,Snowy
25779,qp03xs,48,7:15,0.2484336529982732,Street,1,Not Allowed,Yes,13.88590566298132,Rainy
25780,qp03xu,48,7:15,0.1264287468033022,Residential,2,Not Allowed,Yes,17.72289374979777,Foggy
25781,qp098h,48,7:15,0.1354742581357273,Residential,3,Allowed,Yes,11.622646110351768,Rainy
25782,qp098k,48,7:15,0.1855874480482121,Residential,3,Allowed,Yes,3.405378893930182,Snowy
25783,qp099h,48,7:15,0.0132917415997283,Residential,2,Not Allowed,Yes,4.83763363801212,Snowy
25784,qp099k,48,7:15,0.1274277951342042,Residential,3,Allowed,Yes,17.673055145810757,Foggy
25785,qp099s,48,7:15,0.0559580384832012,Residential,1,Not Allowed,No,18.871157780151226,Foggy
25786,qp099u,48,7:15,0.0552532722861764,Residential,2,Not Allowed,Yes,17.69971407305592,Foggy
25787,qp09dh,48,7:15,0.3025395229511331,Street,1,Not Allowed,Yes,12.737652298760477,Rainy
25788,qp09dk,48,7:15,0.2825898366821236,Street,1,Not Allowed,Yes,22.39917690882139,Sunny
25789,qp09ds,48,7:15,0.0792492433388786,Residential,1,Not Allowed,No,22.80742427663821,Sunny
25790,qp09eh,48,7:15,0.4544940629070547,Highway,5,Allowed,No,18.881257734627965,Foggy
25791,qp09ek,48,7:15,0.3416856612121982,Street,1,Not Allowed,Yes,1.6460889114616872,Snowy
25792,qp09es,48,7:15,0.0053014080642494,Residential,2,Not Allowed,Yes,,Foggy
25793,qp09sh,48,7:15,0.0576649195668145,Residential,2,Not Allowed,Yes,20.307182436654724,Sunny
